target,dataset_name
END2_YEAST  0.78  0.70  0.32  0.23  0.50  0.00  0.53  0.22  ME1,yeast
END3_YEAST  0.55  0.46  0.53  0.11  0.50  0.00  0.52  0.48  CYT,yeast
ENO1_YEAST  0.45  0.56  0.54  0.32  0.50  0.00  0.57  0.22  CYT,yeast
ENO2_YEAST  0.45  0.56  0.53  0.32  0.50  0.00  0.57  0.22  CYT,yeast
EPT1_YEAST  0.29  0.43  0.40  0.15  0.50  0.00  0.53  0.22  ME3,yeast
ERD1_YEAST  0.52  0.75  0.37  0.14  0.50  0.00  0.46  0.22  ME3,yeast
ERD2_YEAST  0.71  0.56  0.39  0.27  0.50  0.00  0.52  0.22  ME2,yeast
ERG1_YEAST  0.58  0.60  0.43  0.12  0.50  0.00  0.55  0.22  ME3,yeast
THIL_YEAST  0.54  0.65  0.49  0.34  0.50  0.00  0.52  0.22  CYT,yeast
CP51_YEAST  0.57  0.59  0.44  0.16  0.50  0.00  0.52  0.22  ME2,yeast
KIME_YEAST  0.59  0.58  0.46  0.19  0.50  0.00  0.56  0.27  CYT,yeast
ERG2_YEAST  0.92  0.61  0.40  0.22  0.50  0.00  0.54  0.22  ME2,yeast
FPPS_YEAST  0.55  0.56  0.45  0.14  0.50  0.00  0.54  0.22  CYT,yeast
ER24_YEAST  0.63  0.61  0.41  0.22  0.50  0.00  0.51  0.22  ME3,yeast
ERG3_YEAST  0.58  0.53  0.38  0.18  0.50  0.00  0.52  0.22  ME3,yeast
ERG4_YEAST  0.36  0.46  0.43  0.19  0.50  0.00  0.48  0.22  ME3,yeast
ERG6_YEAST  0.32  0.47  0.55  0.12  0.50  0.00  0.52  0.22  CYT,yeast
ERG7_YEAST  0.34  0.38  0.45  0.19  0.50  0.00  0.51  0.22  ME2,yeast
ERG8_YEAST  0.62  0.58  0.46  0.13  0.50  0.00  0.53  0.22  CYT,yeast
FDFT_YEAST  0.53  0.68  0.42  0.19  0.50  0.00  0.53  0.22  ME3,yeast
ERS1_YEAST  0.73  0.55  0.41  0.16  0.50  0.00  0.46  0.22  ME2,yeast
ESP1_YEAST  0.55  0.46  0.46  0.31  0.50  0.00  0.58  0.48  NUC,yeast
EST1_YEAST  0.35  0.60  0.47  0.13  0.50  0.00  0.52  0.43  NUC,yeast
EUG1_YEAST  0.77  0.80  0.51  0.40  1.00  0.00  0.54  0.22  ERL,yeast
EXG1_YEAST  0.77  0.87  0.47  0.37  0.50  0.00  0.48  0.22  EXC,yeast
LCF2_YEAST  0.35  0.46  0.49  0.15  1.00  0.00  0.55  0.35  CYT,yeast
FAD1_YEAST  0.43  0.51  0.48  0.14  0.50  0.00  0.50  0.22  CYT,yeast
FAS1_YEAST  0.57  0.61  0.45  0.26  0.50  0.00  0.50  0.22  CYT,yeast
FAS2_YEAST  0.63  0.62  0.42  0.12  0.50  0.00  0.52  0.25  CYT,yeast
COAC_YEAST  0.25  0.40  0.51  0.18  0.50  0.00  0.50  0.27  CYT,yeast
ALF_YEAST   0.56  0.62  0.53  0.24  0.50  0.00  0.57  0.22  CYT,yeast
F16P_YEAST  0.58  0.60  0.51  0.24  0.50  0.00  0.53  0.22  CYT,yeast
F26_YEAST   0.71  0.59  0.53  0.15  0.50  0.00  0.49  0.33  CYT,yeast
FCY2_YEAST  0.46  0.35  0.33  0.17  0.50  0.00  0.55  0.22  ME3,yeast
FET3_YEAST  0.54  0.55  0.42  0.22  0.50  0.00  0.48  0.22  ME3,yeast
FET4_YEAST  0.39  0.44  0.28  0.12  0.50  0.00  0.46  0.27  ME3,yeast
FHL1_YEAST  0.33  0.44  0.49  0.08  0.50  0.00  0.48  0.49  NUC,yeast
FLO1_YEAST  0.81  0.82  0.41  0.36  0.50  0.00  0.39  0.22  EXC,yeast
FOX2_YEAST  0.69  0.60  0.51  0.13  0.50  0.83  0.52  0.22  POX,yeast
THIK_YEAST  0.46  0.48  0.44  0.21  0.50  0.00  0.55  0.22  POX,yeast
FKBP_YEAST  0.35  0.36  0.57  0.17  0.50  0.00  0.52  0.22  CYT,yeast
FKB2_YEAST  0.74  0.72  0.47  0.25  0.50  0.00  0.57  0.22  ME1,yeast
FKB3_YEAST  0.54  0.57  0.52  0.19  0.50  0.00  0.59  0.67  NUC,yeast
FPS1_YEAST  0.42  0.52  0.40  0.17  0.50  0.00  0.50  0.26  ME3,yeast
FRE1_YEAST  0.91  0.77  0.34  0.47  0.50  0.00  0.52  0.31  ME1,yeast
YKW0_YEAST  0.81  0.90  0.39  0.41  0.50  0.00  0.53  0.22  ME2,yeast
SYFA_YEAST  0.45  0.40  0.56  0.14  0.50  0.00  0.54  0.22  CYT,yeast
SYFB_YEAST  0.47  0.47  0.58  0.16  0.50  0.00  0.49  0.28  CYT,yeast
FUMH_YEAST  0.41  0.39  0.51  0.52  0.50  0.00  0.49  0.22  CYT,yeast
FU34_YEAST  0.37  0.34  0.32  0.22  0.50  0.00  0.56  0.22  ME3,yeast
FUR1_YEAST  0.69  0.60  0.50  0.31  0.50  0.00  0.55  0.22  CYT,yeast
FUR4_YEAST  0.35  0.56  0.36  0.30  0.50  0.00  0.53  0.25  ME3,yeast
FUS1_YEAST  0.84  0.66  0.36  0.78  0.50  0.00  0.49  0.50  ME1,yeast
FUS3_YEAST  0.51  0.58  0.54  0.29  0.50  0.00  0.53  0.22  CYT,yeast
FZF1_YEAST  0.37  0.43  0.62  0.27  0.50  0.00  0.48  0.22  NUC,yeast
GAC1_YEAST  0.55  0.66  0.57  0.32  0.50  0.00  0.57  0.34  CYT,yeast
GAL1_YEAST  0.48  0.35  0.42  0.21  0.50  0.00  0.57  0.22  CYT,yeast
GALX_YEAST  0.62  0.58  0.52  0.15  0.50  0.00  0.52  0.29  CYT,yeast
GALY_YEAST  0.56  0.59  0.53  0.16  0.50  0.00  0.24  0.42  NUC,yeast
GAL2_YEAST  0.44  0.51  0.37  0.15  0.50  0.00  0.51  0.22  ME3,yeast
GAL4_YEAST  0.44  0.44  0.49  0.15  0.50  0.00  0.46  0.27  NUC,yeast
GAL7_YEAST  0.50  0.50  0.48  0.17  0.50  0.00  0.47  0.26  CYT,yeast
GAL8_YEAST  0.60  0.60  0.49  0.30  0.50  0.00  0.53  0.22  NUC,yeast
GAP1_YEAST  0.49  0.46  0.34  0.21  0.50  0.00  0.55  0.22  ME3,yeast
GAR1_YEAST  0.35  0.68  0.57  0.40  0.50  0.00  0.53  0.36  NUC,yeast
GAS1_YEAST  0.70  0.69  0.43  0.33  0.50  0.00  0.58  0.22  ME1,yeast
GBP2_YEAST  0.23  0.30  0.58  0.22  0.50  0.00  0.48  0.27  NUC,yeast
E2BG_YEAST  0.45  0.42  0.52  0.20  0.50  0.00  0.50  0.25  CYT,yeast
IF2G_YEAST  0.51  0.35  0.46  0.15  0.50  0.00  0.51  0.42  CYT,yeast
E2BD_YEAST  0.42  0.39  0.47  0.13  0.50  0.00  0.50  0.27  CYT,yeast
E2BE_YEAST  0.32  0.38  0.52  0.20  0.50  0.00  0.52  0.28  CYT,yeast
E2BB_YEAST  0.59  0.65  0.52  0.30  0.50  0.00  0.46  0.31  CYT,yeast
GCN1_YEAST  0.41  0.52  0.41  0.11  0.50  0.00  0.54  0.35  CYT,yeast
GCN2_YEAST  0.37  0.33  0.50  0.12  0.50  0.00  0.51  0.54  CYT,yeast
E2BA_YEAST  0.45  0.56  0.49  0.17  0.50  0.00  0.52  0.22  CYT,yeast
GCN4_YEAST  0.56  0.54  0.59  0.14  0.50  0.00  0.52  0.27  NUC,yeast
GCN5_YEAST  0.31  0.31  0.54  0.18  0.50  0.00  0.52  0.29  NUC,yeast
GCR1_YEAST  0.27  0.51  0.47  0.35  0.50  0.00  0.49  0.28  NUC,yeast
GCR2_YEAST  0.54  0.56  0.57  0.18  0.50  0.00  0.45  0.25  NUC,yeast
GCR3_YEAST  0.17  0.38  0.45  0.09  0.50  0.00  0.54  0.27  NUC,yeast
GCS1_YEAST  0.43  0.51  0.54  0.15  0.50  0.00  0.45  0.26  NUC,yeast
GCY_YEAST   0.60  0.40  0.59  0.18  0.50  0.00  0.48  0.22  CYT,yeast
GDA1_YEAST  0.91  0.69  0.57  0.45  0.50  0.00  0.56  0.22  ME2,yeast
DHE4_YEAST  0.38  0.47  0.53  0.12  0.50  0.00  0.48  0.22  CYT,yeast
DHE2_YEAST  0.59  0.43  0.52  0.19  0.50  0.00  0.55  0.27  CYT,yeast
GDI1_YEAST  0.64  0.53  0.45  0.13  0.50  0.00  0.53  0.22  CYT,yeast
GEF1_YEAST  0.49  0.31  0.34  0.13  0.50  0.00  0.52  0.22  ME3,yeast
GFA1_YEAST  0.52  0.51  0.51  0.12  0.50  0.00  0.51  0.40  CYT,yeast
GLGB_YEAST  0.49  0.43  0.48  0.15  0.50  0.00  0.55  0.25  CYT,yeast
PP12_YEAST  0.49  0.47  0.52  0.16  0.50  0.00  0.53  0.28  CYT,yeast
HXKG_YEAST  0.48  0.39  0.49  0.18  0.50  0.00  0.51  0.22  CYT,yeast
GLNA_YEAST  0.44  0.34  0.55  0.18  0.50  0.00  0.52  0.22  CYT,yeast
GLN3_YEAST  0.43  0.54  0.58  0.16  0.50  0.00  0.50  0.36  NUC,yeast
SYQ_YEAST   0.49  0.42  0.54  0.17  0.50  0.00  0.50  0.36  CYT,yeast
GLO3_YEAST  0.34  0.66  0.51  0.16  0.50  0.00  0.47  0.33  NUC,yeast
GLS1_YEAST  0.20  0.34  0.33  0.10  0.50  0.00  0.48  0.31  ME3,yeast
6PGD_YEAST  0.74  0.53  0.50  0.08  0.50  0.00  0.55  0.31  CYT,yeast
GOG5_YEAST  0.69  0.48  0.38  0.15  0.50  0.00  0.55  0.22  ME2,yeast
GBA1_YEAST  0.30  0.50  0.47  0.11  0.50  0.00  0.46  0.22  CYT,yeast
GPDA_YEAST  0.44  0.51  0.48  0.38  0.50  0.00  0.52  0.22  CYT,yeast
PHSG_YEAST  0.31  0.45  0.50  0.17  0.50  0.00  0.49  0.22  CYT,yeast
PMGY_YEAST  0.55  0.41  0.56  0.21  0.50  0.00  0.52  0.22  CYT,yeast
PHO2_YEAST  0.40  0.34  0.52  0.17  0.50  0.00  0.47  0.51  NUC,yeast
SYG_YEAST   0.40  0.48  0.50  0.17  0.50  0.00  0.54  0.50  CYT,yeast
GSP1_YEAST  0.58  0.48  0.56  0.10  0.50  0.00  0.46  0.25  NUC,yeast
GSP2_YEAST  0.58  0.48  0.56  0.12  0.50  0.00  0.46  0.25  NUC,yeast
UGS1_YEAST  0.58  0.45  0.48  0.24  0.50  0.00  0.52  0.37  CYT,yeast
UGS2_YEAST  0.58  0.41  0.51  0.26  0.50  0.00  0.51  0.37  CYT,yeast
GTS1_YEAST  0.41  0.60  0.53  0.29  0.50  0.00  0.47  0.43  NUC,yeast
GPDM_YEAST  0.69  0.50  0.49  0.42  0.50  0.00  0.49  0.22  MIT,yeast
HAL1_YEAST  0.38  0.49  0.61  0.13  0.50  0.00  0.54  0.22  CYT,yeast
CYP1_YEAST  0.60  0.48  0.44  0.52  0.50  0.00  0.54  0.63  NUC,yeast
HAP2_YEAST  0.47  0.49  0.63  0.17  0.50  0.00  0.31  0.26  NUC,yeast
HAP3_YEAST  0.28  0.51  0.55  0.11  0.50  0.00  0.46  0.22  NUC,yeast
HAP4_YEAST  0.56  0.57  0.63  0.39  1.00  0.00  0.59  0.40  NUC,yeast
HBS1_YEAST  0.21  0.38  0.49  0.16  0.50  0.00  0.51  0.45  CYT,yeast
HCM1_YEAST  0.46  0.57  0.57  0.15  0.50  0.00  0.52  0.26  NUC,yeast
HDF1_YEAST  0.43  0.42  0.54  0.22  0.50  0.00  0.57  0.33  NUC,yeast
HEM1_YEAST  0.57  0.59  0.50  0.58  0.50  0.00  0.53  0.22  MIT,yeast
DCUP_YEAST  0.48  0.34  0.47  0.14  0.50  0.00  0.47  0.26  CYT,yeast
HEM6_YEAST  0.35  0.40  0.53  0.18  0.50  0.00  0.42  0.38  CYT,yeast
HEMZ_YEAST  0.47  0.45  0.53  0.62  0.50  0.00  0.46  0.22  MIT,yeast
HEM2_YEAST  0.53  0.43  0.47  0.15  0.50  0.00  0.58  0.22  CYT,yeast
HEM3_YEAST  0.46  0.45  0.56  0.16  0.50  0.00  0.56  0.22  CYT,yeast
HEX2_YEAST  0.44  0.42  0.62  0.14  0.50  0.00  0.55  0.37  NUC,yeast
H4_YEAST    0.37  0.34  0.58  0.24  0.50  0.00  0.44  0.18  NUC,yeast
H4_YEAST    0.37  0.34  0.58  0.24  0.50  0.00  0.44  0.18  NUC,yeast
H3_YEAST    0.39  0.39  0.55  0.52  0.50  0.00  0.37  0.16  NUC,yeast
H3_YEAST    0.39  0.39  0.55  0.52  0.50  0.00  0.37  0.16  NUC,yeast
HIP1_YEAST  0.48  0.46  0.38  0.29  0.50  0.00  0.53  0.22  ME3,yeast
HIR1_YEAST  0.48  0.57  0.50  0.09  0.50  0.00  0.52  0.42  NUC,yeast
HIR2_YEAST  0.61  0.57  0.45  0.21  0.50  0.00  0.50  0.42  NUC,yeast
HIS7_YEAST  0.56  0.44  0.56  0.19  0.50  0.00  0.54  0.22  CYT,yeast
HMD1_YEAST  0.51  0.63  0.30  0.35  0.50  0.00  0.53  0.27  ME3,yeast
HMD2_YEAST  0.53  0.68  0.34  0.42  0.50  0.00  0.54  0.27  ME3,yeast
MAT1_YEAST  0.37  0.22  0.64  0.35  0.50  0.00  0.47  0.22  NUC,yeast
MAT2_YEAST  0.51  0.48  0.58  0.22  0.50  0.00  0.50  0.28  NUC,yeast
MTA1_YEAST  0.49  0.37  0.59  0.17  0.50  0.00  0.51  0.22  NUC,yeast
MAT2_YEAST  0.51  0.48  0.58  0.22  0.50  0.00  0.50  0.28  NUC,yeast
HO_YEAST    0.53  0.53  0.53  0.17  0.50  0.00  0.49  0.37  NUC,yeast
HOP1_YEAST  0.29  0.68  0.47  0.26  0.50  0.00  0.47  0.37  NUC,yeast
HPR1_YEAST  0.50  0.45  0.49  0.15  0.50  0.00  0.55  0.43  NUC,yeast
HXTY_YEAST  0.33  0.28  0.31  0.24  0.50  0.00  0.53  0.22  ME3,yeast
YJ64_YEAST  0.85  0.85  0.30  0.31  0.50  0.00  0.55  0.42  ME1,yeast
HR25_YEAST  0.43  0.39  0.51  0.28  0.50  0.00  0.40  0.22  NUC,yeast
HS83_YEAST  0.61  0.54  0.49  0.16  0.50  0.00  0.54  0.42  CYT,yeast
HSF_YEAST   0.34  0.35  0.61  0.19  0.50  0.00  0.52  0.25  NUC,yeast
CH10_YEAST  0.55  0.53  0.56  0.29  0.50  0.00  0.48  0.22  MIT,yeast
H104_YEAST  0.66  0.62  0.52  0.17  0.50  0.00  0.49  0.22  CYT,yeast
HS26_YEAST  0.44  0.41  0.58  0.20  0.50  0.00  0.57  0.25  CYT,yeast
HS30_YEAST  0.37  0.62  0.34  0.25  0.50  0.00  0.51  0.22  ME3,yeast
HS60_YEAST  0.45  0.56  0.51  0.64  0.50  0.00  0.54  0.22  MIT,yeast
HSP7_YEAST  0.38  0.46  0.52  0.75  0.50  0.00  0.50  0.26  MIT,yeast
HS82_YEAST  0.61  0.54  0.49  0.19  0.50  0.00  0.54  0.47  CYT,yeast
H2A1_YEAST  0.44  0.53  0.52  0.37  0.50  0.00  0.50  0.22  NUC,yeast
H2A2_YEAST  0.44  0.53  0.52  0.37  0.50  0.00  0.50  0.22  NUC,yeast
H2B1_YEAST  0.32  0.34  0.61  0.17  0.50  0.00  0.52  0.32  NUC,yeast
H2B2_YEAST  0.34  0.34  0.61  0.18  0.50  0.00  0.52  0.32  NUC,yeast
SYH_YEAST   0.51  0.68  0.49  0.59  0.50  0.00  0.54  0.27  MIT,yeast
HXKA_YEAST  0.41  0.30  0.49  0.28  0.50  0.00  0.54  0.22  CYT,yeast
HXKB_YEAST  0.41  0.43  0.50  0.28  0.50  0.00  0.50  0.22  CYT,yeast
HXT1_YEAST  0.30  0.50  0.34  0.26  0.50  0.00  0.51  0.22  ME3,yeast
HXT2_YEAST  0.49  0.40  0.34  0.26  0.50  0.00  0.50  0.22  ME3,yeast
HXT3_YEAST  0.34  0.40  0.30  0.23  0.50  0.00  0.51  0.22  ME3,yeast
HXT4_YEAST  0.43  0.44  0.30  0.18  0.50  0.00  0.51  0.22  ME3,yeast
HXT5_YEAST  0.43  0.45  0.37  0.12  0.50  0.00  0.48  0.22  ME3,yeast
HXT6_YEAST  0.45  0.57  0.30  0.17  0.50  0.00  0.51  0.22  ME3,yeast
HXT7_YEAST  0.45  0.57  0.30  0.17  0.50  0.00  0.51  0.22  ME3,yeast
HXT8_YEAST  0.42  0.44  0.33  0.17  0.50  0.00  0.54  0.27  ME3,yeast
ACEA_YEAST  0.52  0.50  0.53  0.10  0.50  0.00  0.48  0.22  POX,yeast
IDH1_YEAST  0.53  0.56  0.49  0.46  0.50  0.00  0.52  0.22  MIT,yeast
IDH2_YEAST  0.45  0.54  0.54  0.62  0.50  0.00  0.53  0.22  MIT,yeast
IPPI_YEAST  0.51  0.43  0.63  0.18  0.50  0.00  0.52  0.22  CYT,yeast
IDHP_YEAST  0.51  0.52  0.48  0.50  0.50  0.00  0.51  0.22  MIT,yeast
IF2M_YEAST  0.55  0.49  0.50  0.46  0.50  0.00  0.52  0.25  MIT,yeast
SYI_YEAST   0.50  0.46  0.52  0.16  0.50  0.00  0.52  0.26  CYT,yeast
THDH_YEAST  0.50  0.53  0.45  0.44  0.50  0.00  0.49  0.22  MIT,yeast
ILVB_YEAST  0.45  0.59  0.53  0.74  0.50  0.00  0.47  0.25  MIT,yeast
ILV5_YEAST  0.57  0.61  0.55  0.67  0.50  0.00  0.48  0.22  MIT,yeast
IME1_YEAST  0.54  0.45  0.62  0.13  0.50  0.00  0.52  0.26  NUC,yeast
IMP1_YEAST  0.67  0.51  0.53  0.28  0.50  0.00  0.51  0.22  MIT,yeast
IMP2_YEAST  0.35  0.49  0.47  0.22  0.50  0.00  0.50  0.28  MIT,yeast
IATP_YEAST  0.47  0.63  0.66  0.45  0.50  0.00  0.37  0.11  MIT,yeast
INO1_YEAST  0.51  0.34  0.43  0.18  0.50  0.00  0.48  0.25  CYT,yeast
INO2_YEAST  0.56  0.45  0.59  0.14  0.50  0.00  0.51  0.26  NUC,yeast
INO4_YEAST  0.45  0.38  0.59  0.18  0.50  0.00  0.44  0.45  NUC,yeast
IPYR_YEAST  0.43  0.51  0.60  0.25  0.50  0.00  0.55  0.22  CYT,yeast
IRA1_YEAST  0.47  0.59  0.43  0.13  0.50  0.00  0.56  0.30  ME3,yeast
IRA2_YEAST  0.40  0.45  0.42  0.17  0.50  0.00  0.54  0.26  ME3,yeast
IRE1_YEAST  0.89  0.81  0.36  0.71  0.50  0.00  0.55  0.63  ME1,yeast
IS42_YEAST  0.58  0.55  0.52  0.22  0.50  0.00  0.44  0.22  MIT,yeast
ISP6_YEAST  0.59  0.57  0.46  0.14  0.50  0.00  0.52  0.22  MIT,yeast
ITR1_YEAST  0.49  0.41  0.32  0.21  0.50  0.00  0.50  0.32  ME3,yeast
ITR2_YEAST  0.35  0.53  0.35  0.33  0.50  0.00  0.50  0.32  ME3,yeast
IXR1_YEAST  0.42  0.32  0.61  0.13  0.50  0.00  0.14  0.27  NUC,yeast
YJ12_YEAST  0.50  0.46  0.42  0.32  0.50  0.00  0.56  0.55  ME3,yeast
YJ13_YEAST  0.68  0.50  0.43  0.27  0.50  0.00  0.61  0.22  ME2,yeast
YJ16_YEAST  0.50  0.45  0.49  0.30  0.50  0.00  0.47  0.40  NUC,yeast
ACOX_YEAST  0.46  0.41  0.50  0.44  0.50  0.00  0.53  0.22  MIT,yeast
YJ36_YEAST  0.32  0.36  0.34  0.19  0.50  0.00  0.55  0.26  ME3,yeast
YJ43_YEAST  0.40  0.51  0.42  0.13  0.50  0.00  0.45  0.25  ME3,yeast
YJ49_YEAST  0.70  0.73  0.37  0.37  0.50  0.00  0.48  0.31  ME1,yeast
YJ51_YEAST  0.81  0.76  0.32  0.37  0.50  0.00  0.51  0.22  ME2,yeast
YJ90_YEAST  0.65  0.61  0.39  0.30  0.50  0.00  0.57  0.28  ME3,yeast
YJ91_YEAST  0.47  0.43  0.35  0.32  0.50  0.00  0.54  0.22  ME3,yeast
JNM1_YEAST  0.42  0.25  0.60  0.14  0.50  0.00  0.45  0.22  CYT,yeast
KAR1_YEAST  0.23  0.34  0.41  0.28  0.50  0.00  0.50  0.27  NUC,yeast
GR78_YEAST  0.85  0.56  0.33  0.38  1.00  0.00  0.55  0.25  ERL,yeast
KAR3_YEAST  0.34  0.31  0.60  0.37  0.50  0.00  0.50  0.30  NUC,yeast
KEM1_YEAST  0.59  0.53  0.47  0.26  0.50  0.00  0.53  0.31  NUC,yeast
KEX1_YEAST  0.67  0.63  0.34  0.41  0.50  0.00  0.60  0.33  ME1,yeast
KEX2_YEAST  0.70  0.73  0.38  0.36  0.50  0.00  0.54  0.22  ME1,yeast
ODO1_YEAST  0.54  0.51  0.54  0.52  0.50  0.00  0.47  0.25  MIT,yeast
ODO2_YEAST  0.53  0.50  0.54  0.56  0.50  0.00  0.49  0.41  MIT,yeast
KHR1_YEAST  0.84  0.63  0.38  0.23  0.50  0.00  0.53  0.22  EXC,yeast
KHS1_YEAST  0.89  0.77  0.36  0.34  0.50  0.00  0.44  0.22  EXC,yeast
KIN1_YEAST  0.48  0.43  0.45  0.17  0.50  0.00  0.48  0.37  ME3,yeast
KIN2_YEAST  0.36  0.35  0.47  0.22  0.50  0.00  0.44  0.31  ME3,yeast
KI28_YEAST  0.57  0.49  0.48  0.16  0.50  0.00  0.51  0.22  NUC,yeast
KIP1_YEAST  0.43  0.52  0.53  0.52  1.00  0.00  0.49  0.22  CYT,yeast
KIP2_YEAST  0.38  0.49  0.54  1.00  0.50  0.00  0.50  0.27  CYT,yeast
SMI1_YEAST  0.43  0.32  0.56  0.27  0.50  0.00  0.47  0.27  NUC,yeast
KRE1_YEAST  0.84  0.87  0.45  0.54  0.50  0.00  0.28  0.22  ME1,yeast
KR11_YEAST  0.27  0.56  0.56  0.18  0.50  0.00  0.52  0.22  CYT,yeast
KRE2_YEAST  0.89  0.82  0.60  0.49  0.50  0.00  0.55  0.22  ME2,yeast
KRE5_YEAST  0.86  0.92  0.50  0.37  1.00  0.00  0.53  0.32  ERL,yeast
KRE6_YEAST  0.37  0.55  0.29  0.32  0.50  0.00  0.51  0.22  ME3,yeast
KRE9_YEAST  0.87  0.83  0.57  0.36  0.50  0.00  0.36  0.22  EXC,yeast
SYKC_YEAST  0.43  0.45  0.54  0.14  0.50  0.00  0.50  0.31  CYT,yeast
KSS1_YEAST  0.52  0.48  0.54  0.28  0.50  0.00  0.54  0.22  NUC,yeast
KTR1_YEAST  0.77  0.60  0.42  0.33  0.50  0.00  0.57  0.22  ME2,yeast
KTR2_YEAST  0.76  0.74  0.56  0.34  0.50  0.00  0.51  0.30  ME2,yeast
KTR3_YEAST  0.58  0.76  0.40  0.37  0.50  0.00  0.54  0.30  ME2,yeast
KTR4_YEAST  0.94  0.60  0.33  0.49  0.50  0.00  0.54  0.22  ME2,yeast
MSF1_YEAST  0.36  0.44  0.57  0.18  0.50  0.00  0.42  0.22  MIT,yeast
LAG1_YEAST  0.42  0.51  0.39  0.22  0.50  0.00  0.49  0.26  ME3,yeast
BLH1_YEAST  0.52  0.48  0.58  0.55  0.50  0.00  0.48  0.22  CYT,yeast
AMPL_YEAST  0.42  0.32  0.48  0.16  0.50  0.00  0.55  0.22  VAC,yeast
LAS1_YEAST  0.43  0.38  0.51  0.24  0.50  0.00  0.46  0.33  NUC,yeast
ODP2_YEAST  0.48  0.57  0.52  0.61  0.50  0.00  0.51  0.22  MIT,yeast
LCB1_YEAST  0.83  0.53  0.52  0.20  0.50  0.00  0.48  0.25  ME2,yeast
LCB2_YEAST  0.36  0.34  0.46  0.19  0.50  0.00  0.52  0.22  ME2,yeast
LEU2_YEAST  0.51  0.43  0.47  0.19  0.50  0.00  0.52  0.37  CYT,yeast
LEU3_YEAST  0.54  0.54  0.49  0.14  0.50  0.00  0.56  0.22  CYT,yeast
LEUR_YEAST  0.44  0.41  0.44  0.13  0.50  0.00  0.49  0.42  NUC,yeast
LEU1_YEAST  0.52  0.62  0.54  0.19  0.50  0.00  0.50  0.22  MIT,yeast
LGT3_YEAST  0.46  0.40  0.38  0.18  0.50  0.00  0.49  0.22  ME3,yeast
LIP5_YEAST  0.68  0.50  0.55  0.65  0.50  0.00  0.46  0.31  MIT,yeast
LOS1_YEAST  0.53  0.44  0.47  0.22  0.50  0.00  0.53  0.22  NUC,yeast
DLDH_YEAST  0.48  0.48  0.50  0.47  0.50  0.00  0.55  0.22  MIT,yeast
LYP1_YEAST  0.46  0.14  0.36  0.21  0.50  0.00  0.50  0.25  ME3,yeast
LYS1_YEAST  0.50  0.45  0.48  0.17  0.50  0.00  0.50  0.26  CYT,yeast
LY14_YEAST  0.44  0.53  0.43  0.17  0.50  0.00  0.54  0.75  NUC,yeast
LYS2_YEAST  0.46  0.47  0.46  0.16  0.50  0.00  0.51  0.22  CYT,yeast
MAC1_YEAST  0.52  0.49  0.57  0.57  0.50  0.00  0.51  0.22  NUC,yeast
MAD1_YEAST  0.62  0.64  0.56  0.20  0.50  0.00  0.48  0.33  NUC,yeast
MAG_YEAST   0.46  0.32  0.58  0.17  0.50  0.00  0.61  0.25  NUC,yeast
MK11_YEAST  0.78  0.48  0.47  0.30  0.50  0.00  0.53  0.47  ME2,yeast
MK16_YEAST  0.49  0.62  0.65  0.18  0.50  0.00  0.46  0.43  NUC,yeast
MAK3_YEAST  0.50  0.34  0.62  0.19  0.50  0.00  0.57  0.22  CYT,yeast
MA3T_YEAST  0.39  0.37  0.33  0.23  0.50  0.00  0.53  0.26  ME3,yeast
MA3S_YEAST  0.39  0.37  0.56  0.15  0.50  0.00  0.50  0.27  CYT,yeast
MA3R_YEAST  0.33  0.37  0.54  0.28  0.50  0.00  0.53  0.27  NUC,yeast
MA6T_YEAST  0.39  0.37  0.33  0.23  0.50  0.00  0.52  0.26  ME3,yeast
MA6R_YEAST  0.33  0.38  0.53  0.26  0.50  0.00  0.52  0.27  NUC,yeast
AMPM_YEAST  0.48  0.51  0.57  0.24  0.50  0.00  0.50  0.22  CYT,yeast
MPP2_YEAST  0.50  0.62  0.54  0.66  0.50  0.00  0.49  0.22  MIT,yeast
MPP1_YEAST  0.47  0.54  0.54  0.48  0.50  0.00  0.53  0.26  MIT,yeast
OM20_YEAST  0.72  0.58  0.42  0.28  0.50  0.00  0.48  0.22  MIT,yeast
MAS6_YEAST  0.41  0.41  0.51  0.19  0.50  0.00  0.57  0.22  MIT,yeast
OM70_YEAST  0.81  0.65  0.52  0.41  0.50  0.00  0.57  0.26  MIT,yeast
MBP1_YEAST  0.50  0.49  0.52  0.20  0.50  0.00  0.43  0.52  NUC,yeast
MCM1_YEAST  0.18  0.48  0.46  0.12  0.50  0.00  0.00  0.25  NUC,yeast
MCM2_YEAST  0.26  0.38  0.52  0.36  0.50  0.00  0.48  0.56  NUC,yeast
MCM3_YEAST  0.53  0.51  0.51  0.11  0.50  0.00  0.49  0.41  NUC,yeast
MDHM_YEAST  0.58  0.49  0.50  0.41  0.50  0.00  0.57  0.22  MIT,yeast
MDHC_YEAST  0.62  0.60  0.47  0.16  0.50  0.00  0.53  0.22  CYT,yeast
MDHP_YEAST  0.68  0.58  0.51  0.19  0.50  0.83  0.54  0.22  POX,yeast
MDJ1_YEAST  0.40  0.52  0.53  0.52  0.50  0.00  0.51  0.22  MIT,yeast
MDL1_YEAST  0.51  0.47  0.41  0.44  0.50  0.00  0.50  0.22  ME3,yeast
MDL2_YEAST  0.72  0.56  0.40  0.26  0.50  0.00  0.51  0.26  ME2,yeast
